date,octree,point_type,encoder,npoints,operation,kernel,radius,num_searches,sequential_searches,repeats,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule,l1d_miss,l2d_miss,l3_miss
2025-07-09-14:37:33,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,circle,2,10000,random,5,4.05305,0.81061,0.810122,0.00777245,1,0.838088,45407,0,40,dynamic,29897664,37843567,21380260
2025-07-09-14:37:42,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,circle,3,10000,random,5,7.60803,1.52161,1.52311,0.0124824,1,1.56191,89734,0,40,dynamic,58154179,73759053,42794266
2025-07-09-14:37:42,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,sphere,0.5,10000,random,5,0.253649,0.0507299,0.0502793,0.00100544,1,0.0524106,2057,0,40,dynamic,1839049,2302110,1429679
2025-07-09-14:37:43,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,sphere,1,10000,random,5,0.794872,0.158974,0.158738,0.00150148,1,0.159836,8276,0,40,dynamic,6627388,8186922,4752945
2025-07-09-14:37:47,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,sphere,2,10000,random,5,2.84194,0.568389,0.570092,0.00432335,1,0.561406,32768,0,40,dynamic,25112210,31239344,18113796
2025-07-09-14:37:54,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,sphere,3,10000,random,5,5.94496,1.18899,1.18775,0.00660504,1,1.20268,71896,0,40,dynamic,48311674,60849965,36275281
2025-07-09-14:37:54,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,square,0.5,10000,random,5,0.615652,0.12313,0.122915,0.000868952,1,0.126673,6323,0,40,dynamic,4812658,6203004,3519263
2025-07-09-14:37:56,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,square,1,10000,random,5,1.32261,0.264522,0.264553,0.000498159,1,0.264506,18309,0,40,dynamic,12497337,15506930,8525817
2025-07-09-14:38:00,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,square,2,10000,random,5,3.55597,0.711193,0.709367,0.00791934,1,0.723157,56005,0,40,dynamic,32371620,40512719,22462954
2025-07-09-14:38:09,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,square,3,10000,random,5,7.04682,1.40936,1.4089,0.00647557,1,1.37211,111599,0,40,dynamic,22881356,29424139,16081233
2025-07-09-14:38:09,Octree,Point,MortonEncoder3D,10000000,neighborsPtr,cube,0.5,10000,random,5,0.228308,0.0456615,0.0455541,0.000271328,1,0.0463259,2756,0,40,dynamic,921434,1115249,640785
