date,octree,point_type,encoder,npoints,operation,kernel,radius,num_searches,sequential_searches,repeats,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule,l1d_miss,l2d_miss,l3_miss
2025-07-09-14:44:48,LinearOctree,Point,MortonEncoder3D,12219779,neighbors,circle,3,10000,random,5,0.279392,0.0558784,0.0551466,0.00173338,1,0.0547949,1683,0,40,dynamic,1808239,2219777,1284155
2025-07-09-14:44:48,LinearOctree,Point,MortonEncoder3D,12219779,neighborsPrune,circle,0.5,10000,random,5,0.0667291,0.0133458,0.0132961,0.000129209,1,0.0134522,49,0,40,dynamic,523806,651393,377477
2025-07-09-14:44:48,LinearOctree,Point,MortonEncoder3D,12219779,neighborsPrune,circle,1,10000,random,5,0.0963887,0.0192777,0.0193578,0.000154447,1,0.0189482,197,0,40,dynamic,682053,853894,526604
2025-07-09-14:44:48,LinearOctree,Point,MortonEncoder3D,12219779,neighborsPrune,circle,2,10000,random,5,0.163467,0.0326934,0.032752,0.000208597,1,0.0323294,767,0,40,dynamic,1091970,1365416,840565
2025-07-09-14:44:49,LinearOctree,Point,MortonEncoder3D,12219779,neighborsPrune,circle,3,10000,random,5,0.239285,0.0478571,0.0479278,0.000256343,1,0.047356,1683,0,40,dynamic,1621863,1977400,1185634
2025-07-09-14:44:49,LinearOctree,Point,MortonEncoder3D,12219779,neighborsStruct,circle,0.5,10000,random,5,0.0668499,0.01337,0.013294,0.00014049,1,0.0134797,49,0,40,dynamic,529173,656184,392629
2025-07-09-14:44:49,LinearOctree,Point,MortonEncoder3D,12219779,neighborsStruct,circle,1,10000,random,5,0.114045,0.0228089,0.0231115,0.000606484,1,0.0210086,197,0,40,dynamic,658538,839456,528864
2025-07-09-14:44:49,LinearOctree,Point,MortonEncoder3D,12219779,neighborsStruct,circle,2,10000,random,5,0.180172,0.0360344,0.0360642,0.000243044,1,0.0345703,767,0,40,dynamic,1048064,1351938,868793
2025-07-09-14:44:49,LinearOctree,Point,MortonEncoder3D,12219779,neighborsStruct,circle,3,10000,random,5,0.252243,0.0504487,0.0503816,0.00244784,1,0.0494119,1683,0,40,dynamic,1412138,1852540,1206023
2025-07-09-14:44:49,LinearOctree,Point,MortonEncoder3D,12219779,neighbors,sphere,0.5,10000,random,5,0.0174077,0.00348154,0.00341234,0.000150708,1,0.0065825,20,0,40,dynamic,112919,129870,87602
2025-07-09-14:44:49,LinearOctree,Point,MortonEncoder3D,12219779,neighbors,sphere,1,10000,random,5,0.033972,0.0067944,0.00681076,4.34659e-05,1,0.00670284,87,0,40,dynamic,216895,258587,177740
2025-07-09-14:44:49,LinearOctree,Point,MortonEncoder3D,12219779,neighbors,sphere,2,10000,random,5,0.0811257,0.0162251,0.0162114,5.32384e-05,1,0.0162564,377,0,40,dynamic,516011,602450,410780
2025-07-09-14:44:50,LinearOctree,Point,MortonEncoder3D,12219779,neighbors,sphere,3,10000,random,5,0.150955,0.0301911,0.0301967,9.35291e-05,1,0.0301219,908,0,40,dynamic,952168,1102582,737761
2025-07-09-14:44:50,LinearOctree,Point,MortonEncoder3D,12219779,neighborsPrune,sphere,0.5,10000,random,5,0.0161651,0.00323302,0.00322209,2.11346e-05,1,0.00521446,20,0,40,dynamic,106885,123905,85633
2025-07-09-14:44:50,LinearOctree,Point,MortonEncoder3D,12219779,neighborsPrune,sphere,1,10000,random,5,0.0303332,0.00606664,0.00605322,3.16269e-05,1,0.00601131,87,0,40,dynamic,205086,241757,166703
2025-07-09-14:44:50,LinearOctree,Point,MortonEncoder3D,12219779,neighborsPrune,sphere,2,10000,random,5,0.0677775,0.0135555,0.013529,4.34793e-05,1,0.0134693,377,0,40,dynamic,455163,515429,355751
2025-07-09-14:44:50,LinearOctree,Point,MortonEncoder3D,12219779,neighborsPrune,sphere,3,10000,random,5,0.124388,0.0248776,0.0231049,0.00356409,1,0.0229703,908,0,40,dynamic,681906,745141,514984
2025-07-09-14:44:50,LinearOctree,Point,MortonEncoder3D,12219779,neighborsStruct,sphere,0.5,10000,random,5,0.0169746,0.00339491,0.00336103,0.000101145,1,0.0055907,20,0,40,dynamic,107905,124803,86189
2025-07-09-14:44:50,LinearOctree,Point,MortonEncoder3D,12219779,neighborsStruct,sphere,1,10000,random,5,0.030217,0.00604339,0.00603315,2.87746e-05,1,0.00596778,87,0,40,dynamic,203442,244054,169475
2025-07-09-14:44:50,LinearOctree,Point,MortonEncoder3D,12219779,neighborsStruct,sphere,2,10000,random,5,0.0666838,0.0133368,0.0133089,5.82134e-05,1,0.0132982,377,0,40,dynamic,426170,523316,372535
2025-07-09-14:44:50,LinearOctree,Point,MortonEncoder3D,12219779,neighborsStruct,sphere,3,10000,random,5,0.113285,0.0226569,0.0226702,3.6679e-05,1,0.0225896,908,0,40,dynamic,677437,840674,591480
2025-07-09-14:44:50,LinearOctree,Point,MortonEncoder3D,12219779,neighbors,square,0.5,10000,random,5,0.0673819,0.0134764,0.0134185,0.000158071,1,0.0135426,61,0,40,dynamic,515119,634206,385995
2025-07-09-14:44:50,LinearOctree,Point,MortonEncoder3D,12219779,neighbors,square,1,10000,random,5,0.0979684,0.0195937,0.0196281,0.000199934,1,0.0194056,248,0,40,dynamic,696347,859418,535137
2025-07-09-14:44:51,LinearOctree,Point,MortonEncoder3D,12219779,neighbors,square,2,10000,random,5,0.179757,0.0359515,0.0355328,0.00154665,1,0.0341444,965,0,40,dynamic,1169191,1430442,896501
2025-07-09-14:44:51,LinearOctree,Point,MortonEncoder3D,12219779,neighbors,square,3,10000,random,5,0.26436,0.052872,0.0529337,0.00039831,1,0.0522805,2114,0,40,dynamic,1867488,2241078,1309803
2025-07-09-14:44:51,LinearOctree,Point,MortonEncoder3D,12219779,neighborsPrune,square,0.5,10000,random,5,0.0673787,0.0134757,0.0134003,0.000159104,1,0.0135105,61,0,40,dynamic,533536,660099,385438
2025-07-09-14:44:51,LinearOctree,Point,MortonEncoder3D,12219779,neighborsPrune,square,1,10000,random,5,0.0980681,0.0196136,0.0196621,0.00018991,1,0.0194421,248,0,40,dynamic,722895,893802,550706
2025-07-09-14:44:51,LinearOctree,Point,MortonEncoder3D,12219779,neighborsPrune,square,2,10000,random,5,0.168234,0.0336469,0.0336425,0.000282891,1,0.0333219,965,0,40,dynamic,1193500,1439934,886635
