date,octree,npoints,operation,kernel,radius,num_searches,repeats,accumulated,mean,median,stdev,used_warmup
2024-11-29-11:13:35,pointer <Lpoint64> unsorted,10000000,neighSearch,Circle,10,1000,5,27.9448,5.58897,5.01535,1.16369,1
2024-11-29-11:14:11,pointer <Lpoint64> unsorted,10000000,neighSearch,Cube,10,1000,5,30.2761,6.05522,5.4405,1.16565,1
2024-11-29-11:14:48,pointer <Lpoint64> unsorted,10000000,neighSearch,Square,10,1000,5,31.1574,6.23148,5.67943,1.13497,1
2024-11-29-11:14:48,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Sphere,0.5,1000,5,0.017928,0.0035856,0.00407752,0.00180913,1
2024-11-29-11:14:48,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Circle,0.5,1000,5,0.022292,0.00445841,0.00490512,0.00115122,1
2024-11-29-11:14:48,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Cube,0.5,1000,5,0.0108722,0.00217445,0.00203541,0.00135579,1
2024-11-29-11:14:48,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Square,0.5,1000,5,0.0144618,0.00289236,0.00302048,0.000284571,1
2024-11-29-11:14:48,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Sphere,1,1000,5,0.0122143,0.00244285,0.00255843,0.000532941,1
2024-11-29-11:14:48,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Circle,1,1000,5,0.0262997,0.00525993,0.00514355,0.000514842,1
2024-11-29-11:14:48,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Cube,1,1000,5,0.014259,0.0028518,0.00305437,0.000721223,1
2024-11-29-11:14:48,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Square,1,1000,5,0.0207057,0.00414114,0.00425734,0.000651223,1
2024-11-29-11:14:48,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Sphere,2.5,1000,5,0.0353023,0.00706045,0.00661418,0.00101989,1
2024-11-29-11:14:48,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Circle,2.5,1000,5,0.067071,0.0134142,0.0142361,0.00211916,1
2024-11-29-11:14:48,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Cube,2.5,1000,5,0.0393275,0.00786549,0.00750979,0.000612744,1
2024-11-29-11:14:48,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Square,2.5,1000,5,0.0588435,0.0117687,0.0115566,0.00115366,1
2024-11-29-11:14:49,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Sphere,5,1000,5,0.115161,0.0230322,0.0231284,0.000714558,1
2024-11-29-11:14:49,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Circle,5,1000,5,0.131742,0.0263483,0.0258965,0.00150794,1
2024-11-29-11:14:49,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Cube,5,1000,5,0.141918,0.0283836,0.0239814,0.00793178,1
2024-11-29-11:14:49,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Square,5,1000,5,0.13253,0.0265061,0.0258645,0.00118798,1
2024-11-29-11:14:49,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Sphere,10,1000,5,0.423137,0.0846274,0.0852762,0.0017221,1
2024-11-29-11:14:50,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Circle,10,1000,5,0.412304,0.0824609,0.0816707,0.00166351,1
2024-11-29-11:14:50,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Cube,10,1000,5,0.420638,0.0841276,0.0849955,0.00218766,1
2024-11-29-11:14:51,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Square,10,1000,5,0.403002,0.0806005,0.080724,0.00169826,1
2024-11-29-11:14:53,linear <Lpoint64> ,10000000,neighSearch,Sphere,0.5,1000,5,0.0632462,0.0126492,0.0116104,0.00206371,1
2024-11-29-11:14:53,linear <Lpoint64> ,10000000,neighSearch,Circle,0.5,1000,5,0.147691,0.0295382,0.0299097,0.000757931,1
2024-11-29-11:14:53,linear <Lpoint64> ,10000000,neighSearch,Cube,0.5,1000,5,0.0553988,0.0110798,0.0111913,0.00069493,1
2024-11-29-11:14:53,linear <Lpoint64> ,10000000,neighSearch,Square,0.5,1000,5,0.154307,0.0308614,0.0307525,0.00101439,1
2024-11-29-11:14:53,linear <Lpoint64> ,10000000,neighSearch,Sphere,1,1000,5,0.182098,0.0364195,0.0362689,0.000412866,1
2024-11-29-11:14:54,linear <Lpoint64> ,10000000,neighSearch,Circle,1,1000,5,0.412279,0.0824558,0.0822404,0.00244119,1
2024-11-29-11:14:54,linear <Lpoint64> ,10000000,neighSearch,Cube,1,1000,5,0.202798,0.0405596,0.0404363,0.000920095,1
2024-11-29-11:14:55,linear <Lpoint64> ,10000000,neighSearch,Square,1,1000,5,0.441872,0.0883743,0.0865361,0.00381599,1
2024-11-29-11:14:56,linear <Lpoint64> ,10000000,neighSearch,Sphere,2.5,1000,5,1.14004,0.228008,0.227907,0.00216733,1
2024-11-29-11:14:58,linear <Lpoint64> ,10000000,neighSearch,Circle,2.5,1000,5,1.81221,0.362442,0.362485,0.00191332,1
2024-11-29-11:15:00,linear <Lpoint64> ,10000000,neighSearch,Cube,2.5,1000,5,1.38275,0.276549,0.277133,0.00367959,1
2024-11-29-11:15:02,linear <Lpoint64> ,10000000,neighSearch,Square,2.5,1000,5,1.9362,0.387241,0.384,0.00707306,1
