date,octree,point_type,encoder,npoints,operation,kernel,radius,num_searches,sequential_searches,repeats,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2025-06-01-10:38:01,linOct,Point,MortonEncoder3D,12219779,neighbors,Cube,2,10000,random,5,0.0697562,0.0139512,0.0139859,9.12618e-05,1,0.0138917,541,0,40,dynamic
2025-06-01-10:38:01,linOct,Point,MortonEncoder3D,12219779,neighborsPrune,Circle,2,10000,random,5,0.134402,0.0268804,0.0269081,0.000232784,1,0.0266936,767,0,40,dynamic
2025-06-01-10:38:01,linOct,Point,MortonEncoder3D,12219779,neighborsPrune,Sphere,2,10000,random,5,0.0567442,0.0113488,0.011321,5.41478e-05,1,0.0113921,377,0,40,dynamic
2025-06-01-10:38:01,linOct,Point,MortonEncoder3D,12219779,neighborsPrune,Square,2,10000,random,5,0.144357,0.0288714,0.0288812,0.000367576,1,0.0286254,965,0,40,dynamic
2025-06-01-10:38:01,linOct,Point,MortonEncoder3D,12219779,neighborsPrune,Cube,2,10000,random,5,0.065799,0.0131598,0.0131531,3.40197e-05,1,0.0130707,541,0,40,dynamic
2025-06-01-10:38:01,linOct,Point,MortonEncoder3D,12219779,neighborsStruct,Circle,2,10000,random,5,0.131984,0.0263968,0.026407,0.000247195,1,0.0261312,767,0,40,dynamic
2025-06-01-10:38:01,linOct,Point,MortonEncoder3D,12219779,neighborsStruct,Sphere,2,10000,random,5,0.0565167,0.0113033,0.0113135,2.95129e-05,1,0.0112379,377,0,40,dynamic
2025-06-01-10:38:02,linOct,Point,MortonEncoder3D,12219779,neighborsStruct,Square,2,10000,random,5,0.139124,0.0278248,0.0278194,0.000302467,1,0.027293,965,0,40,dynamic
2025-06-01-10:38:02,linOct,Point,MortonEncoder3D,12219779,neighborsStruct,Cube,2,10000,random,5,0.0642378,0.0128476,0.0128425,4.68494e-05,1,0.0127841,541,0,40,dynamic
2025-06-01-10:38:02,linOct,Point,MortonEncoder3D,12219779,neighbors,Circle,3,10000,random,5,0.236348,0.0472695,0.047311,0.000294215,1,0.0442648,1683,0,40,dynamic
2025-06-01-10:38:02,linOct,Point,MortonEncoder3D,12219779,neighbors,Sphere,3,10000,random,5,0.122839,0.0245678,0.0242105,0.000913463,1,0.0279675,908,0,40,dynamic
2025-06-01-10:38:02,linOct,Point,MortonEncoder3D,12219779,neighbors,Square,3,10000,random,5,0.220647,0.0441294,0.0442409,0.000537926,1,0.0435261,2114,0,40,dynamic
2025-06-01-10:38:03,linOct,Point,MortonEncoder3D,12219779,neighbors,Cube,3,10000,random,5,0.123419,0.0246838,0.0247108,0.000329166,1,0.0243946,1336,0,40,dynamic
2025-06-01-10:38:03,linOct,Point,MortonEncoder3D,12219779,neighborsPrune,Circle,3,10000,random,5,0.189261,0.0378522,0.0378696,0.000399441,1,0.0374003,1683,0,40,dynamic
2025-06-01-10:38:03,linOct,Point,MortonEncoder3D,12219779,neighborsPrune,Sphere,3,10000,random,5,0.0929192,0.0185838,0.0186134,0.000132772,1,0.018417,908,0,40,dynamic
2025-06-01-10:38:03,linOct,Point,MortonEncoder3D,12219779,neighborsPrune,Square,3,10000,random,5,0.204204,0.0408409,0.0409223,0.00034406,1,0.0401994,2114,0,40,dynamic
2025-06-01-10:38:03,linOct,Point,MortonEncoder3D,12219779,neighborsPrune,Cube,3,10000,random,5,0.110777,0.0221554,0.0222549,0.000158306,1,0.0219172,1336,0,40,dynamic
2025-06-01-10:38:03,linOct,Point,MortonEncoder3D,12219779,neighborsStruct,Circle,3,10000,random,5,0.18622,0.037244,0.0372166,0.000376089,1,0.0370237,1683,0,40,dynamic
2025-06-01-10:38:04,linOct,Point,MortonEncoder3D,12219779,neighborsStruct,Sphere,3,10000,random,5,0.09244,0.018488,0.018478,2.75192e-05,1,0.0184119,908,0,40,dynamic
2025-06-01-10:38:04,linOct,Point,MortonEncoder3D,12219779,neighborsStruct,Square,3,10000,random,5,0.194892,0.0389783,0.0391027,0.000311286,1,0.0385946,2114,0,40,dynamic
2025-06-01-10:38:04,linOct,Point,MortonEncoder3D,12219779,neighborsStruct,Cube,3,10000,random,5,0.107586,0.0215172,0.0214593,0.000167964,1,0.0212693,1336,0,40,dynamic
2025-06-01-10:38:05,unibnOctree,Point,MortonEncoder3D,12219779,neighborsUnibn,Sphere,0.5,10000,random,5,0.016746,0.00334921,0.00335037,9.73866e-06,1,0.00360388,20,0,40,dynamic
2025-06-01-10:38:05,unibnOctree,Point,MortonEncoder3D,12219779,neighborsUnibn,Cube,0.5,10000,random,5,0.0174317,0.00348634,0.00347623,3.32053e-05,1,0.00340632,28,0,40,dynamic
2025-06-01-10:38:05,unibnOctree,Point,MortonEncoder3D,12219779,neighborsUnibn,Sphere,1,10000,random,5,0.0307548,0.00615096,0.00617233,6.69501e-05,1,0.00610556,87,0,40,dynamic
2025-06-01-10:38:05,unibnOctree,Point,MortonEncoder3D,12219779,neighborsUnibn,Cube,1,10000,random,5,0.0331935,0.0066387,0.00663851,4.88238e-05,1,0.00663556,120,0,40,dynamic
2025-06-01-10:38:05,unibnOctree,Point,MortonEncoder3D,12219779,neighborsUnibn,Sphere,2,10000,random,5,0.0661644,0.0132329,0.0132345,9.13297e-05,1,0.0131481,377,0,40,dynamic
2025-06-01-10:38:05,unibnOctree,Point,MortonEncoder3D,12219779,neighborsUnibn,Cube,2,10000,random,5,0.0728954,0.0145791,0.0145982,9.29128e-05,1,0.0144787,541,0,40,dynamic
2025-06-01-10:38:05,unibnOctree,Point,MortonEncoder3D,12219779,neighborsUnibn,Sphere,3,10000,random,5,0.107395,0.021479,0.0215551,0.000181337,1,0.0214368,908,0,40,dynamic
2025-06-01-10:38:05,unibnOctree,Point,MortonEncoder3D,12219779,neighborsUnibn,Cube,3,10000,random,5,0.120056,0.0240113,0.024083,0.000159098,1,0.0239571,1336,0,40,dynamic
2025-06-01-10:38:09,pclKD,PCLPointXYZ,MortonEncoder3D,12219779,neighborsPclKD,Sphere,0.5,10000,random,5,0.0354829,0.00709658,0.00717156,0.00138229,1,0.00866638,13,0,40,dynamic
2025-06-01-10:38:09,pclKD,PCLPointXYZ,MortonEncoder3D,12219779,neighborsPclKD,Sphere,1,10000,random,5,0.0425494,0.00850988,0.00900381,0.00105648,1,0.00881463,77,0,40,dynamic
2025-06-01-10:38:09,pclKD,PCLPointXYZ,MortonEncoder3D,12219779,neighborsPclKD,Sphere,2,10000,random,5,0.0660129,0.0132026,0.0132029,6.23189e-06,1,0.0131618,365,0,40,dynamic
2025-06-01-10:38:09,pclKD,PCLPointXYZ,MortonEncoder3D,12219779,neighborsPclKD,Sphere,3,10000,random,5,0.140083,0.0280167,0.028014,4.96697e-05,1,0.0280359,893,0,40,dynamic
2025-06-01-10:38:13,ptrOct,Point,HilbertEncoder3D,12219779,neighborsPtr,Circle,0.5,10000,random,5,0.145318,0.0290636,0.0289857,0.000149479,1,0.0303985,50,0,40,dynamic
2025-06-01-10:38:13,ptrOct,Point,HilbertEncoder3D,12219779,neighborsPtr,Sphere,0.5,10000,random,5,0.0367593,0.00735186,0.00733522,6.02167e-05,1,0.00737111,20,0,40,dynamic
2025-06-01-10:38:13,ptrOct,Point,HilbertEncoder3D,12219779,neighborsPtr,Square,0.5,10000,random,5,0.143069,0.0286138,0.0285594,0.00010645,1,0.0290618,62,0,40,dynamic
2025-06-01-10:38:13,ptrOct,Point,HilbertEncoder3D,12219779,neighborsPtr,Cube,0.5,10000,random,5,0.0365449,0.00730898,0.00731487,4.92823e-05,1,0.00742637,27,0,40,dynamic
2025-06-01-10:38:14,ptrOct,Point,HilbertEncoder3D,12219779,neighborsPtr,Circle,1,10000,random,5,0.2,0.0399999,0.0388632,0.00322851,1,0.0391732,200,0,40,dynamic
2025-06-01-10:38:14,ptrOct,Point,HilbertEncoder3D,12219779,neighborsPtr,Sphere,1,10000,random,5,0.0647433,0.0129487,0.0129651,0.000246938,1,0.0133083,87,0,40,dynamic
2025-06-01-10:38:14,ptrOct,Point,HilbertEncoder3D,12219779,neighborsPtr,Square,1,10000,random,5,0.191168,0.0382337,0.0382237,0.000117347,1,0.0385324,251,0,40,dynamic
2025-06-01-10:38:14,ptrOct,Point,HilbertEncoder3D,12219779,neighborsPtr,Cube,1,10000,random,5,0.0657575,0.0131515,0.0131729,4.41121e-05,1,0.013169,119,0,40,dynamic
2025-06-01-10:38:14,ptrOct,Point,HilbertEncoder3D,12219779,neighborsPtr,Circle,2,10000,random,5,0.315176,0.0630353,0.0629579,0.00023264,1,0.0636169,777,0,40,dynamic
2025-06-01-10:38:15,ptrOct,Point,HilbertEncoder3D,12219779,neighborsPtr,Sphere,2,10000,random,5,0.145072,0.0290145,0.0290099,0.00011536,1,0.0290981,375,0,40,dynamic
2025-06-01-10:38:15,ptrOct,Point,HilbertEncoder3D,12219779,neighborsPtr,Square,2,10000,random,5,0.313956,0.0627912,0.0626488,0.000397368,1,0.06318,978,0,40,dynamic
2025-06-01-10:38:15,ptrOct,Point,HilbertEncoder3D,12219779,neighborsPtr,Cube,2,10000,random,5,0.144024,0.0288049,0.0288109,8.04011e-05,1,0.0290111,539,0,40,dynamic
2025-06-01-10:38:16,ptrOct,Point,HilbertEncoder3D,12219779,neighborsPtr,Circle,3,10000,random,5,0.462256,0.0924511,0.0924402,0.000529656,1,0.0938015,1706,0,40,dynamic
2025-06-01-10:38:16,ptrOct,Point,HilbertEncoder3D,12219779,neighborsPtr,Sphere,3,10000,random,5,0.260027,0.0520054,0.0516346,0.000703101,1,0.0519792,907,0,40,dynamic
2025-06-01-10:38:17,ptrOct,Point,HilbertEncoder3D,12219779,neighborsPtr,Square,3,10000,random,5,0.46035,0.09207,0.0919816,0.000308428,1,0.0925017,2140,0,40,dynamic
2025-06-01-10:38:17,ptrOct,Point,HilbertEncoder3D,12219779,neighborsPtr,Cube,3,10000,random,5,0.256363,0.0512726,0.0512388,0.000239064,1,0.0515146,1339,0,40,dynamic
2025-06-01-10:38:17,linOct,Point,HilbertEncoder3D,12219779,neighbors,Circle,0.5,10000,random,5,0.0724794,0.0144959,0.014483,7.00853e-05,1,0.0155442,50,0,40,dynamic
2025-06-01-10:38:17,linOct,Point,HilbertEncoder3D,12219779,neighbors,Sphere,0.5,10000,random,5,0.0177013,0.00354025,0.00354482,3.3222e-05,1,0.00357175,20,0,40,dynamic
2025-06-01-10:38:17,linOct,Point,HilbertEncoder3D,12219779,neighbors,Square,0.5,10000,random,5,0.073428,0.0146856,0.0147274,7.83433e-05,1,0.0150522,62,0,40,dynamic
2025-06-01-10:38:17,linOct,Point,HilbertEncoder3D,12219779,neighbors,Cube,0.5,10000,random,5,0.0180793,0.00361587,0.00360715,1.81509e-05,1,0.00365982,27,0,40,dynamic
2025-06-01-10:38:17,linOct,Point,HilbertEncoder3D,12219779,neighborsPrune,Circle,0.5,10000,random,5,0.0671612,0.0134322,0.0133995,5.84306e-05,1,0.013726,50,0,40,dynamic
2025-06-01-10:38:18,linOct,Point,HilbertEncoder3D,12219779,neighborsPrune,Sphere,0.5,10000,random,5,0.0164651,0.00329301,0.00329053,1.75164e-05,1,0.00328978,20,0,40,dynamic
2025-06-01-10:38:18,linOct,Point,HilbertEncoder3D,12219779,neighborsPrune,Square,0.5,10000,random,5,0.0725103,0.0145021,0.0145333,7.44886e-05,1,0.0146861,62,0,40,dynamic
2025-06-01-10:38:18,linOct,Point,HilbertEncoder3D,12219779,neighborsPrune,Cube,0.5,10000,random,5,0.018017,0.0036034,0.00360304,2.43288e-05,1,0.00361826,27,0,40,dynamic
2025-06-01-10:38:18,linOct,Point,HilbertEncoder3D,12219779,neighborsStruct,Circle,0.5,10000,random,5,0.0655944,0.0131189,0.0131095,6.24082e-05,1,0.0133431,50,0,40,dynamic
2025-06-01-10:38:18,linOct,Point,HilbertEncoder3D,12219779,neighborsStruct,Sphere,0.5,10000,random,5,0.0166522,0.00333043,0.00332736,1.5376e-05,1,0.00331578,20,0,40,dynamic
2025-06-01-10:38:18,linOct,Point,HilbertEncoder3D,12219779,neighborsStruct,Square,0.5,10000,random,5,0.0656796,0.0131359,0.0131612,6.42592e-05,1,0.0161955,62,0,40,dynamic
2025-06-01-10:38:18,linOct,Point,HilbertEncoder3D,12219779,neighborsStruct,Cube,0.5,10000,random,5,0.0171106,0.00342212,0.00342126,2.10976e-05,1,0.00343043,27,0,40,dynamic
2025-06-01-10:38:18,linOct,Point,HilbertEncoder3D,12219779,neighbors,Circle,1,10000,random,5,0.0942082,0.0188416,0.0188106,0.00013214,1,0.0189815,200,0,40,dynamic
2025-06-01-10:38:18,linOct,Point,HilbertEncoder3D,12219779,neighbors,Sphere,1,10000,random,5,0.0315231,0.00630462,0.00625884,7.97034e-05,1,0.00626099,87,0,40,dynamic
2025-06-01-10:38:18,linOct,Point,HilbertEncoder3D,12219779,neighbors,Square,1,10000,random,5,0.0958195,0.0191639,0.0191353,0.000120923,1,0.0193192,251,0,40,dynamic
2025-06-01-10:38:18,linOct,Point,HilbertEncoder3D,12219779,neighbors,Cube,1,10000,random,5,0.0324418,0.00648837,0.00644987,5.87893e-05,1,0.00648467,119,0,40,dynamic
